,prop_name,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate
236,Damansara Foresta,2800,house,Kuala Lumpur,Sri Damansara,Condominium,3,2.0,3.0,1610,2,9.0
237,Tuan Residency,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1105,2,14.0
238,PPA1M Bukit Jalil,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1200,0,3.0
239,Vista Angkasa,1800,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,1200,1,5.0
240,Suasana Lumayan,1800,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1142,1,5.0
241,Menara Sri Cendana,1500,house,Kuala Lumpur,Setiawangsa,Apartment,3,,1.0,874,1,
242,Residensi Tasikmas,1300,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,850,2,
243,Bayu Tasik 1,1200,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,975,1,9.0
244,Cheria Heights Condo / Apartments,600,house,Kuala Lumpur,Cheras,Apartment,3,,1.0,700,0,5.0
245,The Nest Residence @ Genting Klang,1499,house,Kuala Lumpur,Setapak,Service Residence,2,1.0,1.0,700,2,10.0
246,Residensi Pandanmas 2,1300,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900,2,7.0
247,Residensi Pandanmas 2,1000,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900,1,7.0
248,Majestic Maxim,1400,house,Kuala Lumpur,Cheras,Service Residence,2,2.0,2.0,650,0,8.0
249,Pangsapuri Sri Penara,900,house,Kuala Lumpur,Cheras,Flat,3,,2.0,650,0,4.0
250,Permai Ria @ Bukit Ampang Permai,900,house,Kuala Lumpur,Ampang,Flat,3,,2.0,680,1,4.0
251,Residensi Alam Damai (PR1MA @ Alam Damai),1300,house,Kuala Lumpur,Cheras,Apartment,3,2.0,2.0,1000,1,11.0
252,Blok Desa Awana Apartment,1000,house,Kuala Lumpur,Cheras,Flat,3,,2.0,700,2,
253,Sky Awani Residensi,1550,house,Kuala Lumpur,Sentul,Condominium,3,,2.0,900,1,10.0
254,The Address @ Taman Desa,3300,house,Kuala Lumpur,Taman Desa,Condominium,4,2.0,3.0,1118,2,9.0
255,Regalia Residence,2600,house,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,2,1.0,1.0,805,2,8.0
256,The Scott Garden,1400,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,1.0,775,1,
257,Casa Idaman,1700,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1300,1,8.0
258,216 Residences,1800,house,Kuala Lumpur,Kuchai Lama,Service Residence,2,1.0,2.0,804,2,9.0
259,Bandar Baru Sentul,850,house,Kuala Lumpur,Sentul,Apartment,2,1.0,1.0,570,0,
260,PPA1M Mercu Jalil,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434,1,14.0
261,Residensi Jalilmas,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,14.0
262,The Era,2800,house,Kuala Lumpur,Segambut,Service Residence,3,2.0,2.0,1033,2,8.0
263,Segar Apartments,1000,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,950,1,5.0
264,Sri Penara,800,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650,0,5.0
265,The Meritz,3800,house,Kuala Lumpur,Ampang,Condominium,2,,2.0,1400,2,10.0
266,Casa Mutiara,2000,house,Kuala Lumpur,Bukit Bintang,Service Residence,2,,2.0,900,2,7.0
267,Residensi Hijauan Lumayan,1200,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,1035,1,7.0
268,Greenview Apartments,1000,house,Kuala Lumpur,Kepong,Apartment,5,,2.0,850,0,4.0
269,Sri Putramas,1500,house,Kuala Lumpur,Jalan Kuching,Condominium,3,,2.0,1050,1,14.0
270,M Vertica,2300,house,Kuala Lumpur,Cheras,Condominium,4,2.0,3.0,1000,1,9.0
271,,1499,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,948,1,12.0
272,Bayu Tasik 1,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920,1,7.0
273,Pangsapuri Melur (Sentul),1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1010,2,7.0
274,One Maxim,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,819,2,9.0
275,Maxim Citilights,1350,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1150,1,11.0
276,Pangsapuri Bukit Baru,750,house,Kuala Lumpur,Keramat,Apartment,3,2.0,2.0,722,0,4.0
277,OUG Parklane,1600,house,Kuala Lumpur,OUG,Apartment,3,2.0,2.0,950,2,7.0
278,Royal Regent (Sri Putramas 3),1800,house,Kuala Lumpur,Jalan Kuching,Condominium,2,1.0,2.0,880,2,11.0
279,PV9 Residences @ Taman Melati,1800,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850,1,7.0
280,Vista Angkasa,1300,house,Kuala Lumpur,Bangsar South,Apartment,2,1.0,2.0,555,1,5.0
281,Hartamas Regency II,5800,house,Kuala Lumpur,Mont Kiara,Condominium,7,3.0,7.0,3488,1,11.0
282,Arte Plus Jalan Ampang,1500,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,680,2,12.0
283,Impiana Sky Residensi,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850,1,5.0
284,M Centura,2800,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850,2,
285,M Centura,2500,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850,2,
286,Maxim Residences,1850,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1050,2,4.0
287,"The Park 2, Pavilion Bukit Jalil",3500,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,,1.0,750,2,5.0
288,Platinum Teratai Residence,1499,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928,1,9.0
289,Pangsapuri Mawar (Sentul),1300,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1000,0,7.0
290,Pangsapuri Melur (Sentul),1500,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1100,1,6.0
291,Residensi Vista Wirajaya,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,8.0
292,Suasana Lumayan,1600,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1142,1,8.0
293,KL Gateway Premium Residences,2000,room,Kuala Lumpur,Bangsar South,Service Residence,1,,1.0,525,2,6.0
294,M Vertica,2600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,2,14.0
295,Ascenda Residences @ SkyArena Setapak,1700,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1200,1,7.0
296,The Nest Residence @ Genting Klang,1500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,700,1,10.0
297,Vista Wirajaya 2 Residensi @ PV9,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850,1,7.0
298,Infiniti 3 Residences,2500,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518,1,9.0
299,Vista Wirajaya 2 Residensi @ PV9,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850,1,7.0
300,Lexa Residence @ The Quartz WM,1500,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,700,1,
301,Idaman Residence @ KLCC,4800,house,Kuala Lumpur,KLCC,Condominium,3,1.0,4.0,1717,2,10.0
302,Setapak Green,1799,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1362,1,
303,Residensi Vista Wirajaya,1550,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,6.0
304,Majestic Maxim,1000,house,Kuala Lumpur,Cheras,Service Residence,3,,2.0,819,1,12.0
305,Residensi Sefina Mont Kiara,4600,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,1548,2,11.0
306,Villa Danau,1250,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,1100,1,11.0
307,Residensi Pandanmas 1,1500,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,850,1,10.0
308,Kenanga Point,1700,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,860,1,12.0
309,,1900,house,Kuala Lumpur,Bangsar South,Condominium,3,1.0,2.0,1150,1,10.0
310,,2100,house,Kuala Lumpur,Taman Tun Dr Ismail,Condominium,3,1.0,2.0,1384,1,14.0
311,M Vertica,2300,house,Kuala Lumpur,Cheras,Condominium,3,3.0,2.0,850,2,10.0
312,,1250,house,Kuala Lumpur,Kuchai Lama,Apartment,3,,2.0,1043,1,6.0
313,Aman Putra Apartment,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700,1,3.0
314,Nova 1 Apartment,1250,house,Kuala Lumpur,Kepong,Apartment,2,,1.0,750,2,4.0
315,Residensi Vista Wirajaya,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,7.0
316,Putra Villa,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1125,2,9.0
317,Residensi Vista Wirajaya,1650,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,7.0
318,Residensi Vista Wirajaya,1750,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,7.0
319,Seri sentosa old Klang road,650,house,Kuala Lumpur,Old Klang Road,Apartment,3,,1.0,750,0,2.0
320,Taman Desa Cheras,700,house,Kuala Lumpur,Cheras,Flat,2,,1.0,570,0,1.0
321,Plaza Menjalara,1600,house,Kuala Lumpur,Bandar Menjalara,Condominium,3,2.0,2.0,1180,2,9.0
322,Residensi Vista Wirajaya,450,house,Kuala Lumpur,Setapak,Apartment,3,,2.0,850,1,9.0
323,PPR Kampung Baru Air Panas,880,house,Kuala Lumpur,Setapak,Flat,3,,2.0,800,2,
324,Pantai Hillpark 5,1800,house,Kuala Lumpur,Bangsar South,Condominium,3,,2.0,1097,1,7.0
325,Aman Dua,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,1.0,850,1,7.0
326,EkoCheras Service Apartment,3500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,1121,2,5.0
327,Pangsapuri Mawar (Sentul),1400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1010,2,7.0
328,Desa Villas,2500,house,Kuala Lumpur,Wangsa Maju,Condominium,4,2.0,2.0,1784,0,10.0
329,Melur Apartment (Sentul),1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065,2,5.0
330,M Centura,2500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850,2,8.0
331,Inspirasi Mont Kiara,2950,house,Kuala Lumpur,Mont Kiara,Service Residence,3,2.0,2.0,940,2,8.0
332,M Centura,2400,house,Kuala Lumpur,Sentul,Service Residence,4,2.0,2.0,1001,1,10.0
333,PV9 Residences @ Taman Melati,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1000,2,12.0
334,Arena Green,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,,2.0,837,2,9.0
335,Flat Taman Bukit Angkasa,1100,house,Kuala Lumpur,Bangsar South,Flat,3,,1.0,750,0,
336,Panorama Residences (Sentul),1800,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,1100,2,12.0
337,"The Veo, Kuala Lumpur",2200,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,700,2,6.0
338,Residensi Rampai II,2000,house,Kuala Lumpur,Setapak,Apartment,4,2.0,2.0,950,2,8.0
339,Majestic Maxim,999,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,650,1,8.0
340,PPR Sri Aman,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700,1,2.0
341,Residensi Rampai II,1900,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,950,1,9.0
342,Taman Bukit Segar,650,house,Kuala Lumpur,Cheras,Apartment,3,1.0,1.0,700,0,
343,PPA1M Metropolitan Kepong,1300,house,Kuala Lumpur,Kepong,Condominium,4,1.0,2.0,1000,2,
344,PPA1M METROPOLITAN KEPONG,1600,house,Kuala Lumpur,Kepong,Condominium,5,,2.0,1500,2,6.0
345,Apartment Seri Ceria 2,800,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,650,1,5.0
346,Desa Satu,650,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,0,
347,,3600,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518,2,8.0
348,Putra Villa,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1076,2,6.0
349,28 Boulevard,1900,house,Kuala Lumpur,Pandan Perdana,Apartment,2,1.0,2.0,678,2,13.0
350,THE FENNEL AT SENTUL EAST,3400,house,Kuala Lumpur,Sentul,Condominium,3,3.0,3.0,1186,2,
351,222 Residency,650,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,1200,2,14.0
352,Majestic Maxim,1600,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,670,1,6.0
353,Puncak Desa Apartment,600,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,0,4.0
354,Trinity Aquata,1900,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1216,1,7.0
355,Residensi Vista Wirajaya,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850,0,10.0
356,Arena Green,1050,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,878,1,5.0
357,D'Suria Condominium,2400,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,1060,2,5.0
358,Cheras Business Centre,1100,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,625,0,
359,Waldorf Tower,2800,house,Kuala Lumpur,Sri Hartamas,Service Residence,3,1.0,3.0,1000,2,9.0
360,M Vertica,1800,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,1,10.0
361,The Andes Condo Villa @ Bukit Jalil,2000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1325,1,10.0
362,Melur Apartment (Sentul),1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065,2,7.0
363,PPA1M Bukit Jalil,1800,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434,2,
364,Vista Magna,645,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,850,2,6.0
365,Impiana Sky Residensi,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850,1,6.0
366,Residensi Rabung KL Timur,3500,house,Kuala Lumpur,KL City,Condominium,2,2.0,2.0,865,2,11.0
367,Platinum Teratai Residence,1700,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928,1,9.0
368,,2200,house,Kuala Lumpur,Sri Petaling,Service Residence,3,2.0,2.0,958,1,10.0
369,Serini Melawati,3000,house,Kuala Lumpur,Taman Melawati,Service Residence,3,1.0,2.0,1376,2,7.0
370,The Ooak (Kiara 163),2200,room,Kuala Lumpur,Mont Kiara,Service Residence,1,,1.0,636,2,9.0
371,Seksyen 2 Wangsa Maju Flat Block D,800,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,550,1,1.0
372,Aman Dua,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850,1,4.0
373,Residensi Seri Wahyu @ Jalan Kuching KL,1200,house,Kuala Lumpur,KL City,Apartment,3,1.0,2.0,805,1,9.0
374,Royal Domain Sri Putramas 2,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1300,1,10.0
375,Teratai Mewah Apartment,1100,house,Kuala Lumpur,Setapak,Apartment,3,,1.0,653,2,7.0
376,Vista Angkasa,1900,house,Kuala Lumpur,Bangsar South,Apartment,3,1.0,2.0,1200,1,14.0
377,Mont Kiara Pelangi,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,,2.0,1280,2,8.0
378,Arte Plus Jalan Ampang,1600,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,589,2,8.0
379,Arte Plus Jalan Ampang,2500,house,Kuala Lumpur,Ampang,Service Residence,4,1.0,2.0,890,2,4.0
380,First Residence,1500,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1000,1,5.0
381,Eco Sky,1600,house,Kuala Lumpur,Jalan Ipoh,Service Residence,2,1.0,2.0,904,1,
382,Residensi KepongMas,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,6.0
383,Residensi KepongMas,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,6.0
384,Vista Mutiara,1200,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1001,1,6.0
385,Residensi KepongMas,1400,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,6.0
386,Centrio SOHO @ Pantai Hillpark,2350,room,Kuala Lumpur,Pantai,Studio,1,1.0,2.0,870,2,10.0
387,The Elements,1600,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,520,2,8.0
388,Bayu Tasik 1,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920,1,7.0
389,Kenanga Point,1800,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,864,2,9.0
390,Midah Ria,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,967,1,7.0
391,The Haute,2000,house,Kuala Lumpur,Keramat,Condominium,3,3.0,2.0,1050,1,7.0
392,The Haute,2250,house,Kuala Lumpur,Keramat,Condominium,3,2.0,2.0,1050,2,7.0
393,Nidoz Residences,3500,house,Kuala Lumpur,Desa Petaling,Condominium,3,2.0,2.0,1400,2,10.0
394,Sri Ampang Condominium,1300,house,Kuala Lumpur,Ampang,Condominium,4,1.0,2.0,1100,1,11.0
395,PV18 Residence,1600,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,926,1,7.0
396,Endah Regal,1500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,1141,2,8.0
397,Icon Residence (Mont Kiara),3000,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1474,2,7.0
398,Residensi KepongMas,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,932,1,1.0
399,United Point Residence @ North Kiara,1700,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,958,0,
400,Damai Residence @ Sungai Besi,1650,house,Kuala Lumpur,KL City,Service Residence,2,,2.0,695,2,8.0
401,Changkat View Condominium,1800,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1000,2,11.0
402,Bukit OUG Condominium,1500,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1222,2,9.0
403,Bam Villa,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1100,0,7.0
404,Residensi Suria Pantai,1300,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,810,0,7.0
405,Vista Komanwel A,1600,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1206,2,11.0
406,Sentul Point Suite Apartment,1900,house,Kuala Lumpur,Sentul,Service Residence,2,1.0,2.0,743,2,12.0
407,Maxim Citilights,1700,house,Kuala Lumpur,Sentul,Service Residence,3,2.0,2.0,1009,1,8.0
408,Melur Apartment (Sentul),1600,house,Kuala Lumpur,Sentul,Apartment,3,,2.0,1065,2,5.0
409,8 Kinrara,2700,house,Kuala Lumpur,Puchong,Service Residence,3,2.0,2.0,1096,2,9.0
410,Vista Angkasa,1800,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,940,0,5.0
411,Menara Sri Cendana,1400,house,Kuala Lumpur,Setiawangsa,Apartment,3,,1.0,878,1,3.0
412,Bukit OUG Condominium,1500,house,Kuala Lumpur,Bukit Jalil,Condominium,4,1.0,2.0,1465,2,14.0
413,Bukit OUG Condominium,1150,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,750,1,14.0
414,Vista Angkasa,1300,house,Kuala Lumpur,Bangsar South,Apartment,2,1.0,2.0,600,0,5.0
415,"Apartment Taman Kuchai Jaya, Walking distance to Sekolah Seri Sentosa & Seri setia",850,house,Kuala Lumpur,Kuchai Lama,Apartment,2,,2.0,600,0,1.0
416,Sri Lempah,700,house,Kuala Lumpur,Old Klang Road,Flat,2,,1.0,600,0,1.0
417,Aster Green Residence,1700,house,Kuala Lumpur,Sri Petaling,Service Residence,3,,2.0,900,1,7.0
418,Putra Ria Apartment,1700,house,Kuala Lumpur,Bangsar,Apartment,3,1.0,2.0,700,0,6.0
419,Wangsa Metroview,1400,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1150,1,7.0
420,Serini Melawati,3000,house,Kuala Lumpur,Taman Melawati,Service Residence,3,,2.0,1376,2,6.0
421,PV9 Residences @ Taman Melati,2200,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1000,1,14.0
422,PV9 Residences @ Taman Melati,2800,house,Kuala Lumpur,Setapak,Condominium,4,3.0,2.0,1100,1,14.0
423,PV9 Residences @ Taman Melati,2100,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1000,1,14.0
424,Residensi Alam Damai (PR1MA @ Alam Damai),1300,house,Kuala Lumpur,Cheras,Apartment,3,2.0,2.0,1000,1,5.0
425,Casa Green (Bukit Jalil),2000,house,Kuala Lumpur,Bukit Jalil,Condominium,4,1.0,2.0,1000,2,11.0
426,Prima Setapak Flat,900,house,Kuala Lumpur,Setapak,Flat,2,,1.0,700,0,
427,Platinum OUG Residence,1800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200,2,11.0
428,,1250,house,Kuala Lumpur,Ampang,Condominium,3,,2.0,950,1,
429,Maxim Residences,1000,room,Kuala Lumpur,Cheras,Service Residence,1,,1.0,750,1,4.0
430,Southbank Residence,1800,house,Kuala Lumpur,Old Klang Road,Service Residence,3,1.0,2.0,953,1,9.0
431,Platinum OUG Residence,1800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200,2,9.0
432,Vivo Residential @ 9 Seputeh,1500,room,Kuala Lumpur,Seputeh,Studio,1,1.0,1.0,505,2,11.0
433,Impiana Sky Residensi,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,11.0
434,The Reach @ Titiwangsa,2500,house,Kuala Lumpur,Setapak,Condominium,3,2.0,3.0,1433,1,14.0
435,One Residences,3300,house,Kuala Lumpur,Sungai Besi,Service Residence,3,1.0,4.0,1250,2,12.0
436,Enesta,1800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,978,1,10.0
437,,2000,house,Kuala Lumpur,Ampang,Service Residence,2,,2.0,950,2,8.0
438,,2400,house,Kuala Lumpur,Desa Pandan,Service Residence,2,,2.0,1410,1,4.0
439,Skyville @ Benteng 8,2600,house,Kuala Lumpur,Old Klang Road,Service Residence,2,1.0,3.0,1108,2,9.0
440,Heritage Condominiun,1200,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1300,1,6.0
441,Vista Angkasa,1400,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,750,0,6.0
442,Casa Green (Bukit Jalil),1800,house,Kuala Lumpur,Bukit Jalil,Condominium,3,,2.0,825,2,7.0
443,Sri Impian (Brickfields),3200,house,Kuala Lumpur,Brickfields,Condominium,3,1.0,2.0,1500,2,9.0
444,Majestic Maxim,600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,2,8.0
445,,1250,house,Kuala Lumpur,Cheras,Condominium,2,1.0,2.0,1100,2,8.0
446,FLAT SENTUL UTAMA,900,house,Kuala Lumpur,Sentul,Flat,3,,1.0,678,0,4.0
447,Residensi Seri Wahyu @ Jalan Kuching KL,1300,house,Kuala Lumpur,KL City,Apartment,3,1.0,2.0,805,1,10.0
448,Diamond Residences,1500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1100,1,12.0
449,Suasana Sentral Loft,3800,house,Kuala Lumpur,KL Sentral,Condominium,3,,2.0,1500,2,14.0
450,Residensi Jalilmas,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800,1,4.0
451,Twin Arkz,3000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1170,2,11.0
452,Kenari Apartment (Taman Melati),1200,house,Kuala Lumpur,Setapak,Apartment,3,,2.0,900,0,
453,Angkasa Condominiums,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,950,2,14.0
454,Menara Sri Cendana,1500,house,Kuala Lumpur,Setiawangsa,Apartment,3,1.0,1.0,878,1,2.0
455,Baiduri Apartment (Desa Pandan),1399,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,1000,1,5.0
456,Residensi Gombak 126,1450,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,923,1,6.0
457,,2500,house,Kuala Lumpur,Titiwangsa,Condominium,3,1.0,2.0,1600,1,7.0
458,Sri Penara,900,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650,0,3.0
459,Residensi Vista Wirajaya,1800,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,880,1,5.0
460,South View,1999,house,Kuala Lumpur,Bangsar South,Service Residence,2,1.0,1.0,648,1,7.0
461,Ativo Suites @ Damansara Avenue,2200,room,Kuala Lumpur,Sri Damansara,Condominium,1,1.0,1.0,499,2,11.0
462,Wangsa Metroview,1700,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1150,1,8.0
463,Ativo Suites @ Damansara Avenue,2200,room,Kuala Lumpur,Sri Damansara,Condominium,1,1.0,1.0,499,2,11.0
464,Sofiya Residences,1600,house,Kuala Lumpur,Desa ParkCity,Condominium,3,1.0,2.0,862,1,7.0
465,,2300,house,Kuala Lumpur,Segambut,Service Residence,2,2.0,2.0,1000,1,11.0
466,,4000,house,Kuala Lumpur,KLCC,Condominium,3,2.0,2.0,1200,2,12.0
467,Majestic Maxim,1500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650,2,8.0
468,,950,house,Kuala Lumpur,Ampang,Flat,2,,1.0,505,1,
469,Maxim Citilights,1400,house,Kuala Lumpur,Sentul,Service Residence,3,2.0,2.0,1009,1,8.0
470,Platinum Teratai Residence,1800,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,930,1,6.0
471,Verve Suites (Sri Hartamas),1650,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,1.0,1.0,500,2,
472,Residensi Gombak 126,1180,house,Kuala Lumpur,Setapak,Service Residence,2,1.0,2.0,558,1,6.0
473,The Pearl (Pearl Point),1200,house,Kuala Lumpur,Old Klang Road,Condominium,2,1.0,2.0,840,2,7.0
474,Kiara Designer Suites,2550,house,Kuala Lumpur,Mont Kiara,Condominium,3,1.0,2.0,1050,2,4.0
475,Pangsapuri Cemara (Cheras),1200,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,740,1,7.0
476,Icon Residence (Mont Kiara),2600,house,Kuala Lumpur,Solaris Dutamas,Condominium,2,1.0,3.0,1474,2,
477,Pangsapuri Seroja,750,house,Kuala Lumpur,Jinjang,Apartment,3,1.0,2.0,904,0,
478,Arte Mont Kiara,3000,house,Kuala Lumpur,Mont Kiara,Service Residence,2,2.0,2.0,886,2,
479,Menara Alpha,1400,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1140,0,6.0
480,Ativo Suites @ Damansara Avenue,2200,room,Kuala Lumpur,Sri Damansara,Condominium,1,1.0,1.0,499,2,11.0
